N03_007_2,N03_001,N03_003,N03_004,TAC1,samples1,TAC2,samples2,TAC3,samples3
37386,香川県,綾歌郡,宇多津町,38913,12,49414,1,38152,0
37387,香川県,綾歌郡,綾川町,38913,63,38152,0,38278,0
37403,香川県,仲多度郡,琴平町,38913,17,38152,0,38278,0
37404,香川県,仲多度郡,多度津町,38913,22,38152,0,38278,0
37406,香川県,仲多度郡,まんのう町,38913,33,38152,0,38278,0
38201,愛媛県,,松山市,39937,328,49536,21,49538,12
38202,愛媛県,,今治市,39937,164,49541,8,37889,5
38203,愛媛県,,宇和島市,39938,74,50565,7,50562,2
38204,愛媛県,,八幡浜市,39938,24,50561,2,38151,0
38205,愛媛県,,新居浜市,39937,108,49542,1,38152,0
38206,愛媛県,,西条市,39937,117,49542,3,38152,0
38207,愛媛県,,大洲市,39938,66,50560,4,37889,3
38210,愛媛県,,伊予市,39937,35,38152,0,38278,0
38213,愛媛県,,四国中央市,39937,100,49543,4,37889,1
38214,愛媛県,,西予市,39938,59,50566,2,50561,1
38215,愛媛県,,東温市,39937,49,49537,7,50564,1
38356,愛媛県,越智郡,上島町,39937,7,38152,0,38278,0
38386,愛媛県,上浮穴郡,久万高原町,39938,18,39937,3,50564,1
38401,愛媛県,伊予郡,松前町,39937,28,50563,4,37889,1
38402,愛媛県,伊予郡,砥部町,39937,22,38152,0,38278,0
38422,愛媛県,喜多郡,内子町,39938,21,50560,1,50563,1
38442,愛媛県,西宇和郡,伊方町,39938,19,38151,0,38276,0
38484,愛媛県,北宇和郡,松野町,39938,3,38151,0,38276,0
38488,愛媛県,北宇和郡,鬼北町,39938,20,38151,0,38276,0
38506,愛媛県,南宇和郡,愛南町,39938,27,50562,1,25229,1
39201,高知県,,高知市,40962,224,40961,10,50633,9
39202,高知県,,室戸市,40962,10,50626,2,1,0
39203,高知県,,安芸市,40962,34,50626,5,1,0
39204,高知県,,南国市,40962,73,37889,5,50625,3
39205,高知県,,土佐市,40961,39,50627,5,50632,1
39206,高知県,,須崎市,40961,42,50627,4,50628,1
39208,高知県,,宿毛市,40961,30,50629,1,37889,1
39209,高知県,,土佐清水市,40961,18,1,0,38152,0
39210,高知県,,四万十市,40961,31,50629,3,37889,3
39211,高知県,,香南市,40962,46,37889,3,50626,2
39212,高知県,,香美市,40962,45,50631,5,49604,1
39301,高知県,安芸郡,東洋町,40962,3,50626,2,1,0
39302,高知県,安芸郡,奈半利町,40962,6,1,0,38152,0
39303,高知県,安芸郡,田野町,40962,5,1,0,38152,0
39304,高知県,安芸郡,安田町,40962,2,1,0,38152,0
39305,高知県,安芸郡,北川村,40962,8,1,0,38152,0
39307,高知県,安芸郡,芸西村,40962,14,1,0,38152,0
39344,高知県,長岡郡,大豊町,40962,11,49604,5,25124,4
39363,高知県,土佐郡,土佐町,40962,1,1,0,38152,0
39386,高知県,吾川郡,いの町,40962,24,50632,3,38151,0
39387,高知県,吾川郡,仁淀川町,40961,22,50632,2,39937,1
39401,高知県,高岡郡,中土佐町,40961,3,1,0,38152,0
39402,高知県,高岡郡,佐川町,40961,18,50627,2,1,0
39403,高知県,高岡郡,越知町,40961,2,50632,1,25223,1
39405,高知県,高岡郡,梼原町,40961,9,50627,1,1,0
39410,高知県,高岡郡,日高村,40962,9,40961,3,50632,2
39411,高知県,高岡郡,津野町,40961,5,50627,1,1,0
39412,高知県,高岡郡,四万十町,40961,42,50628,7,37889,3
39424,高知県,幡多郡,大月町,40961,9,50630,1,1,0
39428,高知県,幡多郡,黒潮町,40961,13,50628,1,37889,1
40101,福岡県,北九州市,門司区,41989,58,49680,2,36866,2
40103,福岡県,北九州市,若松区,41988,68,36866,2,1,0
40105,福岡県,北九州市,戸畑区,41988,20,41989,2,49681,1
40106,福岡県,北九州市,小倉北区,41989,73,49686,4,49687,3
40107,福岡県,北九州市,小倉南区,41989,120,1,0,38152,0
40108,福岡県,北九州市,八幡東区,41988,37,49690,1,1,0
40109,福岡県,北九州市,八幡西区,41988,126,49691,3,49692,1
40131,福岡県,福岡市,東区,41985,138,49694,5,49699,4
40132,福岡県,福岡市,博多区,41985,125,49700,5,49698,5
40133,福岡県,福岡市,中央区,41985,81,49703,6,49677,3
40134,福岡県,福岡市,南区,41985,88,49678,7,41986,5
40135,福岡県,福岡市,西区,41985,81,34305,5,34526,2
40136,福岡県,福岡市,城南区,41985,25,49672,6,1,0
40137,福岡県,福岡市,早良区,41985,53,34304,2,1,0
40202,福岡県,,大牟田市,41987,24,45059,1,38272,1
40203,福岡県,,久留米市,41987,125,38279,2,38274,2
40204,福岡県,,直方市,41988,46,1,0,38152,0
40205,福岡県,,飯塚市,41990,153,38283,2,41988,2
40206,福岡県,,田川市,41990,61,1,0,38152,0
40207,福岡県,,柳川市,41987,18,38274,1,38272,1
40210,福岡県,,八女市,41987,17,1,0,38152,0
40211,福岡県,,筑後市,41987,14,1,0,38152,0
40212,福岡県,,大川市,41987,6,1,0,38152,0
40213,福岡県,,行橋市,41989,53,34231,2,1,0
40214,福岡県,,豊前市,41989,44,34229,2,1,0
40215,福岡県,,中間市,41988,31,49691,1,49693,1
40216,福岡県,,小郡市,41986,34,41987,4,43009,1
40217,福岡県,,筑紫野市,41986,63,38275,7,38284,2
40218,福岡県,,春日市,41986,19,38285,3,38280,1
40219,福岡県,,大野城市,41986,24,38284,7,41985,3
40220,福岡県,,宗像市,41988,115,1,0,38152,0
40221,福岡県,,太宰府市,41986,33,38284,5,38275,4
40223,福岡県,,古賀市,41988,38,49695,1,1,0
40224,福岡県,,福津市,41988,44,49695,1,49683,1
40225,福岡県,,うきは市,41987,32,41986,1,1,0
40226,福岡県,,宮若市,41988,34,1,0,38152,0
40227,福岡県,,嘉麻市,41990,36,38282,2,1,0
40228,福岡県,,朝倉市,41986,7,41987,2,1,0
40229,福岡県,,みやま市,41987,28,43009,1,38272,1
40230,福岡県,,糸島市,41985,41,34305,10,43010,2
40231,福岡県,,那珂川市,41986,12,38280,1,38152,0
40341,福岡県,糟屋郡,宇美町,41986,28,41985,5,38281,1
40342,福岡県,糟屋郡,篠栗町,41985,23,38281,3,49697,1
40343,福岡県,糟屋郡,志免町,41985,5,41986,1,1,0
40344,福岡県,糟屋郡,須恵町,41985,13,41986,2,49679,1
40345,福岡県,糟屋郡,新宮町,41988,27,41985,3,49694,2
40348,福岡県,糟屋郡,久山町,41985,17,41988,1,49697,1
40349,福岡県,糟屋郡,粕屋町,41985,45,49697,12,49684,2
40381,福岡県,遠賀郡,芦屋町,41988,4,1,0,38152,0
40382,福岡県,遠賀郡,水巻町,41988,16,49691,2,1,0
40383,福岡県,遠賀郡,岡垣町,41988,19,49693,4,1,0
40384,福岡県,遠賀郡,遠賀町,41988,14,1,0,38152,0
40401,福岡県,鞍手郡,小竹町,41988,17,41990,2,1,0
40402,福岡県,鞍手郡,鞍手町,41988,34,49693,1,1,0
40421,福岡県,嘉穂郡,桂川町,41990,13,1,0,38152,0
40447,福岡県,朝倉郡,筑前町,41986,13,1,0,38152,0
40503,福岡県,三井郡,大刀洗町,41986,4,1,0,38152,0
40522,福岡県,三潴郡,大木町,41987,13,38274,1,1,0
40544,福岡県,八女郡,広川町,41987,8,1,0,38152,0
40601,福岡県,田川郡,香春町,41989,19,41990,2,34228,1
40602,福岡県,田川郡,添田町,41990,2,1,0,38152,0
40604,福岡県,田川郡,糸田町,41990,7,1,0,38152,0
40605,福岡県,田川郡,川崎町,41990,11,1,0,38152,0
40608,福岡県,田川郡,大任町,41990,10,1,0,38152,0
40609,福岡県,田川郡,赤村,41989,10,34228,1,38152,0
40610,福岡県,田川郡,福智町,41990,14,1,0,38152,0
40621,福岡県,京都郡,苅田町,41989,23,34231,1,1,0
40625,福岡県,京都郡,みやこ町,41989,8,1,0,38152,0
40642,福岡県,築上郡,吉富町,46081,5,41989,3,1,0
40646,福岡県,築上郡,上毛町,41989,16,46081,2,1,0
40647,福岡県,築上郡,築上町,41989,21,34229,3,1,0
41201,佐賀県,,佐賀市,43009,70,34368,6,37951,0
41202,佐賀県,,唐津市,43010,54,34373,27,44034,5
41203,佐賀県,,鳥栖市,43009,36,41987,7,41986,6
41204,佐賀県,,多久市,43010,28,34370,1,1,0
41205,佐賀県,,伊万里市,43010,21,1,0,38152,0
41206,佐賀県,,武雄市,43010,29,34371,5,1,0
41207,佐賀県,,鹿島市,43010,24,34371,4,43009,1
41208,佐賀県,,小城市,43009,31,34370,5,43010,2
41209,佐賀県,,嬉野市,43010,2,1,0,38152,0
41210,佐賀県,,神埼市,43009,15,41987,1,38152,0
41327,佐賀県,神埼郡,吉野ヶ里町,43009,15,41987,4,34369,3
41341,佐賀県,三養基郡,基山町,43009,24,41986,5,38160,2
41345,佐賀県,三養基郡,上峰町,43009,6,38160,1,38152,0
41346,佐賀県,三養基郡,みやき町,43009,10,41987,2,38152,0
41401,佐賀県,西松浦郡,有田町,43010,15,34372,3,1,0
41423,佐賀県,杵島郡,大町町,43010,12,34371,1,1,0
41424,佐賀県,杵島郡,江北町,43010,8,43009,1,38152,0
41425,佐賀県,杵島郡,白石町,43010,17,1,0,38152,0
41441,佐賀県,藤津郡,太良町,43010,10,34371,3,41987,1
42201,長崎県,,長崎市,44033,86,41987,1,1,0
42202,長崎県,,佐世保市,44034,75,34341,15,34343,11
42203,長崎県,,島原市,44033,14,45059,5,45058,1
42204,長崎県,,諫早市,44033,48,34339,13,45059,2
42205,長崎県,,大村市,44033,41,34339,5,44034,1
42212,長崎県,,西海市,44034,3,1,0,38158,0
42213,長崎県,,雲仙市,44033,5,43010,1,43009,1
42214,長崎県,,南島原市,45057,1,38158,0,38279,0
42307,長崎県,西彼杵郡,長与町,44033,6,1,0,38158,0
42308,長崎県,西彼杵郡,時津町,44033,3,1,0,38158,0
42321,長崎県,東彼杵郡,東彼杵町,44034,17,34341,2,44033,2
42322,長崎県,東彼杵郡,川棚町,34341,3,44034,1,44033,1
42323,長崎県,東彼杵郡,波佐見町,44034,2,1,0,38158,0
42391,長崎県,北松浦郡,佐々町,44034,4,34342,1,38158,0
43101,熊本県,熊本市,中央区,45058,106,37034,9,37038,7
43102,熊本県,熊本市,東区,45058,110,37030,13,37049,12
43103,熊本県,熊本市,西区,45058,44,44033,6,45059,3
43104,熊本県,熊本市,南区,45058,78,37024,10,37037,4
43105,熊本県,熊本市,北区,45058,54,45059,9,37951,0
43202,熊本県,,八代市,45057,110,19023,2,1,0
43203,熊本県,,人吉市,45057,15,38158,0,38279,0
43205,熊本県,,水俣市,45057,7,19023,1,48129,1
43206,熊本県,,玉名市,45059,52,45058,2,38151,2
43208,熊本県,,山鹿市,45059,38,43010,1,1,0
43210,熊本県,,菊池市,45059,27,45058,4,37951,0
43211,熊本県,,宇土市,45058,34,44033,2,45057,1
43212,熊本県,,上天草市,45057,4,44033,1,1,0
43213,熊本県,,宇城市,45057,65,44033,2,45059,1
43214,熊本県,,阿蘇市,45058,17,19189,1,38151,0
43215,熊本県,,天草市,45057,3,44033,2,48129,2
43216,熊本県,,合志市,45058,57,38152,2,45059,1
43348,熊本県,下益城郡,美里町,45058,18,19023,1,38147,1
43364,熊本県,玉名郡,玉東町,45059,1,38158,0,38279,0
43367,熊本県,玉名郡,南関町,45059,9,41987,1,38152,0
43368,熊本県,玉名郡,長洲町,45059,3,38158,0,38279,0
43369,熊本県,玉名郡,和水町,45059,4,38158,0,38279,0
43403,熊本県,菊池郡,大津町,45058,32,19189,1,38151,0
43404,熊本県,菊池郡,菊陽町,45058,40,38149,2,37038,1
43423,熊本県,阿蘇郡,南小国町,45058,3,38149,1,38158,0
43424,熊本県,阿蘇郡,小国町,45058,9,38149,1,38158,0
43428,熊本県,阿蘇郡,高森町,45058,4,38158,0,38279,0
43432,熊本県,阿蘇郡,西原村,45058,9,45059,1,37951,0
43433,熊本県,阿蘇郡,南阿蘇村,45058,23,19020,2,38151,0
43441,熊本県,上益城郡,御船町,37027,9,45058,8,37038,4
43442,熊本県,上益城郡,嘉島町,45058,20,37038,12,37034,6
43443,熊本県,上益城郡,益城町,45058,35,37034,6,37027,6
43444,熊本県,上益城郡,甲佐町,45058,16,19023,1,38151,0
43447,熊本県,上益城郡,山都町,45058,29,47105,1,38477,0
43468,熊本県,八代郡,氷川町,45057,17,38158,0,38279,0
43482,熊本県,葦北郡,芦北町,45057,21,38158,0,38279,0
43484,熊本県,葦北郡,津奈木町,45057,4,38158,0,38279,0
43501,熊本県,球磨郡,錦町,45057,2,38158,0,38279,0
43505,熊本県,球磨郡,多良木町,45057,8,38158,0,38279,0
43506,熊本県,球磨郡,湯前町,45057,2,38158,0,38279,0
43510,熊本県,球磨郡,相良村,45057,1,38158,0,38279,0
43512,熊本県,球磨郡,山江村,45057,5,38158,0,38279,0
43514,熊本県,球磨郡,あさぎり町,45057,2,38158,0,38279,0
44201,大分県,,大分市,46082,131,34127,4,34129,3
44202,大分県,,別府市,46081,59,34129,11,19025,4
44203,大分県,,中津市,46081,63,34229,1,1,0
44204,大分県,,日田市,46081,23,34130,3,1,0
44205,大分県,,佐伯市,46082,14,34134,4,1,0
44206,大分県,,臼杵市,46082,16,34132,3,1,0
44207,大分県,,津久見市,46082,12,34134,3,1,0
44209,大分県,,豊後高田市,46081,13,34128,7,34131,1
44210,大分県,,杵築市,46081,20,34128,6,1,0
44211,大分県,,宇佐市,46081,35,34131,9,1,0
44213,大分県,,由布市,46081,35,34129,9,34133,3
44214,大分県,,国東市,46081,16,34128,6,1,0
44341,大分県,速見郡,日出町,46081,22,34129,7,46082,1
44461,大分県,玖珠郡,九重町,46081,5,34133,3,34129,1
44462,大分県,玖珠郡,玖珠町,46081,13,1,0,38280,0
45201,宮崎県,,宮崎市,47106,240,17920,7,17923,4
45202,宮崎県,,都城市,47106,133,17921,7,17923,2
45203,宮崎県,,延岡市,47105,69,34140,9,38280,0
45204,宮崎県,,日南市,47106,12,38152,0,38278,0
45206,宮崎県,,日向市,47105,59,34141,5,38280,0
45208,宮崎県,,西都市,47105,18,38151,0,38276,0
45209,宮崎県,,えびの市,47106,18,48129,2,38151,0
45341,宮崎県,北諸県郡,三股町,47106,19,17921,3,38151,0
45382,宮崎県,東諸県郡,国富町,47105,15,17923,1,38151,0
45401,宮崎県,児湯郡,高鍋町,47105,33,34141,2,38280,0
45402,宮崎県,児湯郡,新富町,47105,4,34141,1,47106,1
45404,宮崎県,児湯郡,木城町,47105,4,38151,0,38276,0
45405,宮崎県,児湯郡,川南町,47105,34,34141,2,38280,0
45406,宮崎県,児湯郡,都農町,47105,23,34141,5,38280,0
45421,宮崎県,東臼杵郡,門川町,47105,8,34140,3,38280,0
45441,宮崎県,西臼杵郡,高千穂町,47105,1,38151,0,38276,0
45443,宮崎県,西臼杵郡,五ヶ瀬町,47105,3,38151,0,38276,0
46201,鹿児島県,,鹿児島市,48130,58,17158,5,48129,4
46206,鹿児島県,,阿久根市,48129,19,1,0,38152,0
46208,鹿児島県,,出水市,48129,26,38158,2,1,0
46215,鹿児島県,,薩摩川内市,48129,10,18961,1,36988,1
46216,鹿児島県,,日置市,48129,1,1,0,38152,0
46217,鹿児島県,,曽於市,48129,10,48130,1,1,0
46218,鹿児島県,,霧島市,48129,49,17163,5,17164,1
46221,鹿児島県,,志布志市,48131,11,1,0,38152,0
46225,鹿児島県,,姶良市,48129,36,17163,4,38151,0
46452,鹿児島県,姶良郡,湧水町,48129,16,1,0,38152,0
47201,沖縄県,,那覇市,49153,177,1,0,38152,0
47205,沖縄県,,宜野湾市,49153,33,1,0,38152,0
47207,沖縄県,,石垣市,49154,2,38152,0,38278,0
47208,沖縄県,,浦添市,49153,51,1,0,38152,0
47209,沖縄県,,名護市,49153,10,1,0,38152,0
47210,沖縄県,,糸満市,49153,12,1,0,38152,0
47211,沖縄県,,沖縄市,49153,22,1,0,38152,0
47212,沖縄県,,豊見城市,49153,43,1,0,38152,0
47213,沖縄県,,うるま市,49153,14,1,0,38152,0
47214,沖縄県,,宮古島市,49154,13,49925,1,1,0
47215,沖縄県,,南城市,49153,1,1,0,38152,0
47306,沖縄県,国頭郡,今帰仁村,49153,3,1,0,38152,0
47311,沖縄県,国頭郡,恩納村,49153,3,1,0,38152,0
47314,沖縄県,国頭郡,金武町,49153,4,1,0,38152,0
47324,沖縄県,中頭郡,読谷村,49153,1,1,0,38152,0
47325,沖縄県,中頭郡,嘉手納町,49153,3,65440,1,38152,0
47327,沖縄県,中頭郡,北中城村,49153,2,1,0,38152,0
47328,沖縄県,中頭郡,中城村,49153,4,1,0,38152,0
47329,沖縄県,中頭郡,西原町,49153,16,1,0,38152,0
47348,沖縄県,島尻郡,与那原町,49153,3,1,0,38152,0
47350,沖縄県,島尻郡,南風原町,49153,25,1,0,38152,0
47362,沖縄県,島尻郡,八重瀬町,49153,12,1,0,38152,0
