N03_007_2,N03_001,N03_003,N03_004,TAC1,samples1,TAC2,samples2,TAC3,samples3
11324,埼玉県,入間郡,三芳町,11265,43,1,0,38152,0
11326,埼玉県,入間郡,毛呂山町,11266,42,34649,1,37917,0
11327,埼玉県,入間郡,越生町,11266,21,38152,0,38278,0
11341,埼玉県,比企郡,滑川町,11266,31,11267,1,38479,0
11342,埼玉県,比企郡,嵐山町,11266,33,34652,1,11267,1
11343,埼玉県,比企郡,小川町,11266,49,34653,1,38280,0
11346,埼玉県,比企郡,川島町,11267,33,1,0,38151,0
11347,埼玉県,比企郡,吉見町,11267,33,11266,4,38479,0
11348,埼玉県,比企郡,鳩山町,11266,23,38152,0,38278,0
11349,埼玉県,比企郡,ときがわ町,11266,13,38152,0,38278,0
11361,埼玉県,秩父郡,横瀬町,11266,18,34661,3,38280,0
11362,埼玉県,秩父郡,皆野町,11266,15,38152,0,38278,0
11363,埼玉県,秩父郡,長瀞町,11266,5,38152,0,38278,0
11365,埼玉県,秩父郡,小鹿野町,11266,16,34650,2,38280,0
11369,埼玉県,秩父郡,東秩父村,11266,5,38152,0,38278,0
11381,埼玉県,児玉郡,美里町,11266,26,38152,0,38278,0
11383,埼玉県,児玉郡,神川町,10241,7,11266,2,34653,1
11385,埼玉県,児玉郡,上里町,11266,23,10241,4,38152,0
11408,埼玉県,大里郡,寄居町,11266,40,34662,1,38280,0
11442,埼玉県,南埼玉郡,宮代町,11268,27,1,0,38151,0
11464,埼玉県,北葛飾郡,杉戸町,11268,26,1,0,38151,0
11465,埼玉県,北葛飾郡,松伏町,11268,19,12292,1,1,0
12101,千葉県,千葉市,中央区,312,180,12291,2,21518,1
12102,千葉県,千葉市,花見川区,312,142,12289,3,21522,1
12103,千葉県,千葉市,稲毛区,312,98,1,0,38280,0
12104,千葉県,千葉市,若葉区,312,180,12289,2,1,0
12105,千葉県,千葉市,緑区,312,123,12291,6,12290,1
12106,千葉県,千葉市,美浜区,312,106,21522,3,6214,2
12202,千葉県,,銚子市,12290,96,8196,2,4429,1
12203,千葉県,,市川市,312,250,313,46,12289,5
12204,千葉県,,船橋市,312,388,12289,23,12291,1
12205,千葉県,,館山市,12291,52,1,0,38151,0
12206,千葉県,,木更津市,12291,76,43600,2,313,1
12207,千葉県,,松戸市,12289,208,314,11,312,9
12208,千葉県,,野田市,12292,137,8195,7,8196,1
12210,千葉県,,茂原市,12291,49,12290,1,1,0
12211,千葉県,,成田市,12290,185,12289,6,43587,6
12212,千葉県,,佐倉市,12289,148,12290,2,312,1
12213,千葉県,,東金市,12290,70,1,0,38151,0
12215,千葉県,,旭市,12290,126,4427,1,38158,0
12216,千葉県,,習志野市,312,88,21533,6,21535,5
12217,千葉県,,柏市,12292,282,12289,5,8196,5
12218,千葉県,,勝浦市,12291,20,4387,1,1,0
12219,千葉県,,市原市,12291,204,312,10,1,0
12220,千葉県,,流山市,12292,96,12289,4,11268,3
12221,千葉県,,八千代市,12289,142,312,13,64000,1
12222,千葉県,,我孫子市,12292,89,8196,11,4421,1
12223,千葉県,,鴨川市,12291,31,43603,2,4389,1
12224,千葉県,,鎌ケ谷市,12289,67,312,13,4415,1
12225,千葉県,,君津市,12291,50,1,0,38151,0
12226,千葉県,,富津市,12291,38,4381,1,43604,1
12227,千葉県,,浦安市,313,131,38919,7,6220,7
12228,千葉県,,四街道市,12289,58,312,5,1,0
12229,千葉県,,袖ケ浦市,12291,62,1,0,38151,0
12230,千葉県,,八街市,12290,65,312,2,64000,1
12231,千葉県,,印西市,12289,117,43590,7,12292,4
12232,千葉県,,白井市,12289,56,312,3,4415,3
12233,千葉県,,富里市,12290,96,1,0,38151,0
12234,千葉県,,南房総市,12291,31,15361,1,4389,1
12235,千葉県,,匝瑳市,12290,64,1,0,38151,0
12236,千葉県,,香取市,12290,114,8196,8,1,0
12237,千葉県,,山武市,12290,106,1,0,38151,0
12238,千葉県,,いすみ市,12291,84,1,0,38151,0
12239,千葉県,,大網白里市,12290,36,12291,3,1,0
12322,千葉県,印旛郡,酒々井町,12290,28,12289,1,1,0
12329,千葉県,印旛郡,栄町,12289,37,43587,1,8196,1
12342,千葉県,香取郡,神崎町,12290,15,8196,1,1,0
12347,千葉県,香取郡,多古町,12290,14,1,0,38151,0
12349,千葉県,香取郡,東庄町,12290,27,8196,1,1,0
12403,千葉県,山武郡,九十九里町,12290,14,1,0,38151,0
12409,千葉県,山武郡,芝山町,12290,30,43586,1,64000,1
12410,千葉県,山武郡,横芝光町,12290,83,1,0,38151,0
12421,千葉県,長生郡,一宮町,12291,15,1,0,38151,0
12422,千葉県,長生郡,睦沢町,12291,22,1,0,38151,0
12423,千葉県,長生郡,長生村,12291,19,1,0,38151,0
12424,千葉県,長生郡,白子町,12291,13,1,0,38151,0
12426,千葉県,長生郡,長柄町,12291,4,1,0,38151,0
12427,千葉県,長生郡,長南町,12291,7,1,0,38151,0
12441,千葉県,夷隅郡,大多喜町,12291,42,1,0,38151,0
12443,千葉県,夷隅郡,御宿町,12291,6,1,0,38151,0
12463,千葉県,安房郡,鋸南町,12291,7,4387,1,1,0
13101,東京都,,千代田区,211,248,214,244,212,45
13102,東京都,,中央区,313,200,212,108,211,87
13103,東京都,,港区,212,282,214,242,313,25
13104,東京都,,新宿区,213,242,214,200,114,22
13105,東京都,,文京区,214,149,211,82,213,16
13106,東京都,,台東区,211,137,314,133,313,5
13107,東京都,,墨田区,314,202,313,30,211,5
13108,東京都,,江東区,313,422,314,39,211,11
13109,東京都,,品川区,111,222,212,178,112,5
13110,東京都,,目黒区,111,152,212,38,113,26
13111,東京都,,大田区,112,356,111,268,5767,4
13112,東京都,,世田谷区,113,549,111,258,55555,11
13113,東京都,,渋谷区,213,354,212,58,113,57
13114,東京都,,中野区,113,153,114,14,213,14
13115,東京都,,杉並区,113,414,35121,7,5688,6
13116,東京都,,豊島区,213,127,211,88,114,51
13117,東京都,,北区,114,144,211,73,311,20
13118,東京都,,荒川区,314,86,211,68,212,5
13119,東京都,,板橋区,114,334,214,6,211,4
13120,東京都,,練馬区,114,362,113,55,13315,7
13121,東京都,,足立区,314,337,311,268,11268,6
13122,東京都,,葛飾区,314,318,11268,2,1,0
13123,東京都,,江戸川区,313,325,314,150,312,16
13201,東京都,,八王子市,13313,397,6246,11,39752,9
13202,東京都,,立川市,13314,106,13315,6,33292,4
13203,東京都,,武蔵野市,13315,137,113,7,15366,1
13204,東京都,,三鷹市,13315,122,113,5,38664,1
13205,東京都,,青梅市,13314,86,1,0,38151,0
13206,東京都,,府中市,13315,161,39756,16,4678,8
13207,東京都,,昭島市,13314,85,4662,1,13313,1
13208,東京都,,調布市,13315,116,4680,3,113,3
13209,東京都,,町田市,13313,262,15364,12,4642,6
13210,東京都,,小金井市,13315,88,39755,1,113,1
13211,東京都,,小平市,13315,128,33284,2,70,1
13212,東京都,,日野市,13313,116,39750,17,39751,10
13213,東京都,,東村山市,13315,71,11265,1,38152,0
13214,東京都,,国分寺市,13315,87,13314,1,1,0
13215,東京都,,国立市,13315,48,1,1,13314,1
13218,東京都,,福生市,13314,29,4218,2,1,0
13219,東京都,,狛江市,13315,57,111,4,38721,1
13220,東京都,,東大和市,13315,57,11265,1,4666,1
13221,東京都,,清瀬市,13315,54,11265,8,42768,1
13222,東京都,,東久留米市,13315,111,11265,3,33281,1
13223,東京都,,武蔵村山市,13314,36,13315,2,1,0
13224,東京都,,多摩市,13313,113,39758,7,6195,5
13225,東京都,,稲城市,13313,45,39757,8,6195,5
13227,東京都,,羽村市,13314,34,1,0,38151,0
13228,東京都,,あきる野市,13314,62,33300,2,1,0
13229,東京都,,西東京市,13315,91,114,3,11265,2
13303,東京都,西多摩郡,瑞穂町,13314,31,33368,1,1,0
13305,東京都,西多摩郡,日の出町,13314,22,1,0,38151,0
13307,東京都,西多摩郡,檜原村,13314,4,33304,1,38151,0
13308,東京都,西多摩郡,奥多摩町,13314,24,1,0,38151,0
13421,東京都,小笠原支庁,小笠原村,13316,4,38152,0,38278,0
14101,神奈川県,横浜市,鶴見区,112,181,111,56,212,2
14102,神奈川県,横浜市,神奈川区,112,108,111,103,15363,6
14103,神奈川県,横浜市,西区,112,125,15363,7,39442,4
14104,神奈川県,横浜市,中区,112,166,15363,3,39438,1
14105,神奈川県,横浜市,南区,15363,96,112,14,15362,1
14106,神奈川県,横浜市,保土ケ谷区,15363,105,111,5,112,5
14107,神奈川県,横浜市,磯子区,15362,91,39170,3,4718,1
14108,神奈川県,横浜市,金沢区,15362,135,12291,2,38158,0
14109,神奈川県,横浜市,港北区,111,185,15366,8,38473,4
14110,神奈川県,横浜市,戸塚区,15362,103,15363,86,24659,2
14111,神奈川県,横浜市,港南区,15362,77,15363,46,39440,1
14112,神奈川県,横浜市,旭区,15363,153,15361,1,24626,1
14113,神奈川県,横浜市,緑区,15366,128,15363,3,15364,1
14114,神奈川県,横浜市,瀬谷区,15363,96,15364,3,13313,1
14115,神奈川県,横浜市,栄区,15362,80,38152,0,38278,0
14116,神奈川県,横浜市,泉区,15363,107,15362,4,15361,2
14117,神奈川県,横浜市,青葉区,15366,151,38726,4,13313,2
14118,神奈川県,横浜市,都筑区,15366,129,111,2,38729,1
14131,神奈川県,川崎市,川崎区,112,213,39475,2,38479,1
14132,神奈川県,川崎市,幸区,112,55,111,50,38477,4
14133,神奈川県,川崎市,中原区,111,136,38476,3,38475,1
14134,神奈川県,川崎市,高津区,111,177,15366,2,38733,1
14135,神奈川県,川崎市,多摩区,15366,97,13315,4,38721,4
14136,神奈川県,川崎市,宮前区,15366,89,111,5,1,0
14137,神奈川県,川崎市,麻生区,15366,78,13313,15,38728,9
14151,神奈川県,相模原市,緑区,15365,75,15364,59,39810,6
14152,神奈川県,相模原市,中央区,15364,121,13313,7,39810,4
14153,神奈川県,相模原市,南区,15364,121,39812,10,4617,6
14201,神奈川県,,横須賀市,15362,272,39178,3,39177,3
14203,神奈川県,,平塚市,15361,147,24639,1,24656,1
14204,神奈川県,,鎌倉市,15362,112,39179,6,38151,0
14205,神奈川県,,藤沢市,15362,133,15361,106,15364,7
14206,神奈川県,,小田原市,15361,135,1,0,38152,0
14207,神奈川県,,茅ヶ崎市,15361,92,15362,1,38479,0
14208,神奈川県,,逗子市,15362,50,39179,12,39176,1
14210,神奈川県,,三浦市,15362,36,12291,1,38158,0
14211,神奈川県,,秦野市,15361,140,24656,7,24654,2
14212,神奈川県,,厚木市,15365,169,15364,3,24649,1
14213,神奈川県,,大和市,15364,156,15363,3,15361,1
14214,神奈川県,,伊勢原市,15365,69,15361,5,4671,1
14215,神奈川県,,海老名市,15364,101,15361,4,4675,1
14216,神奈川県,,座間市,15364,98,15365,2,1,0
14217,神奈川県,,南足柄市,15361,10,1,0,38152,0
14218,神奈川県,,綾瀬市,15364,82,15361,6,24597,1
14301,神奈川県,三浦郡,葉山町,15362,37,39176,1,38151,0
14321,神奈川県,高座郡,寒川町,15361,33,15365,1,38152,0
14341,神奈川県,中郡,大磯町,15361,38,1,0,38152,0
14342,神奈川県,中郡,二宮町,15361,32,1,0,38152,0
14361,神奈川県,足柄上郡,中井町,15361,20,24641,1,4665,1
14362,神奈川県,足柄上郡,大井町,15361,17,24646,2,38478,0
14363,神奈川県,足柄上郡,松田町,15361,13,4711,1,1,0
14364,神奈川県,足柄上郡,山北町,15361,19,4206,2,24656,1
14366,神奈川県,足柄上郡,開成町,15361,12,1,0,38152,0
14382,神奈川県,足柄下郡,箱根町,15361,39,24642,2,33624,1
14383,神奈川県,足柄下郡,真鶴町,15361,14,43605,1,38152,0
14384,神奈川県,足柄下郡,湯河原町,15361,15,1,0,38152,0
14401,神奈川県,愛甲郡,愛川町,15365,38,24658,4,39809,1
14402,神奈川県,愛甲郡,清川村,15365,6,1,0,38152,0
15101,新潟県,新潟市,北区,16385,20,1,0,38152,0
15102,新潟県,新潟市,東区,16385,42,1,0,38152,0
15103,新潟県,新潟市,中央区,16385,50,1,0,38152,0
15104,新潟県,新潟市,江南区,16385,32,1,0,38152,0
15105,新潟県,新潟市,秋葉区,16385,26,16386,2,1,0
15106,新潟県,新潟市,南区,16385,28,16386,1,1,0
15107,新潟県,新潟市,西区,16385,27,12345,1,1,0
15108,新潟県,新潟市,西蒲区,16385,7,1,0,38152,0
15202,新潟県,,長岡市,16386,158,5953,2,4138,1
15204,新潟県,,三条市,16386,29,1,0,38152,0
15205,新潟県,,柏崎市,16386,118,5951,2,4138,1
15206,新潟県,,新発田市,16385,12,1,0,38152,0
15208,新潟県,,小千谷市,16386,45,5961,1,4138,1
15209,新潟県,,加茂市,16386,5,1,0,38152,0
15210,新潟県,,十日町市,16387,20,1,0,38152,0
15211,新潟県,,見附市,16386,9,1,0,38152,0
15212,新潟県,,村上市,16385,4,1,0,38152,0
15213,新潟県,,燕市,16386,6,16385,3,1,0
15216,新潟県,,糸魚川市,16387,35,16386,2,18433,1
15217,新潟県,,妙高市,16387,29,1,0,38152,0
15218,新潟県,,五泉市,16385,1,1,0,38152,0
15222,新潟県,,上越市,16387,45,16386,2,13313,1
15223,新潟県,,阿賀野市,16385,1,1,0,38152,0
15226,新潟県,,南魚沼市,16387,22,1,0,38152,0
15227,新潟県,,胎内市,16385,7,1,0,38152,0
15361,新潟県,南蒲原郡,田上町,16386,5,16385,2,1,0
15461,新潟県,南魚沼郡,湯沢町,16387,5,1,0,38152,0
15482,新潟県,中魚沼郡,津南町,16387,2,1,0,38152,0
15504,新潟県,刈羽郡,刈羽村,16386,10,4138,1,1,0
16201,富山県,,富山市,17409,413,49153,5,49154,5
16202,富山県,,高岡市,17409,149,49154,2,18433,1
16204,富山県,,魚津市,17409,64,16602,1,1,0
16205,富山県,,氷見市,17409,81,1,0,38280,0
16206,富山県,,滑川市,17409,54,1,0,38280,0
16207,富山県,,黒部市,17409,81,1,0,38280,0
16208,富山県,,砺波市,17409,81,1,0,38280,0
16209,富山県,,小矢部市,17409,56,18433,1,49156,1
16210,富山県,,南砺市,17409,91,1,0,38280,0
16211,富山県,,射水市,17409,81,49154,13,49157,1
16321,富山県,中新川郡,舟橋村,17409,7,1,0,38280,0
16322,富山県,中新川郡,上市町,17409,38,1,0,38280,0
16323,富山県,中新川郡,立山町,17409,58,1,0,38280,0
16342,富山県,下新川郡,入善町,17409,55,1,0,38280,0
16343,富山県,下新川郡,朝日町,17409,23,1,0,38280,0
17201,石川県,,金沢市,18433,253,49217,4,1,0
17202,石川県,,七尾市,18433,33,17409,1,1,0
17203,石川県,,小松市,18433,57,1,0,38152,0
17204,石川県,,輪島市,18433,18,1,0,38152,0
17205,石川県,,珠洲市,18433,18,1,0,38152,0
17206,石川県,,加賀市,18433,46,1,0,38152,0
17207,石川県,,羽咋市,18433,26,1,0,38152,0
17209,石川県,,かほく市,18433,18,1,0,38152,0
17210,石川県,,白山市,18433,68,1,0,38152,0
17211,石川県,,能美市,18433,33,1,0,38152,0
17212,石川県,,野々市市,18433,33,1,0,38152,0
17324,石川県,能美郡,川北町,18433,4,1,0,38152,0
17361,石川県,河北郡,津幡町,18433,35,16579,2,1,0
17365,石川県,河北郡,内灘町,18433,6,1,0,38152,0
17384,石川県,羽咋郡,志賀町,18433,30,16406,1,1,0
17386,石川県,羽咋郡,宝達志水町,18433,18,1,0,38152,0
17407,石川県,鹿島郡,中能登町,18433,17,1,0,38152,0
17461,石川県,鳳珠郡,穴水町,18433,4,1,0,38152,0
17463,石川県,鳳珠郡,能登町,18433,1,1,0,38152,0
18201,福井県,,福井市,19457,126,16417,1,1,0
18202,福井県,,敦賀市,19457,55,49282,4,1,0
18204,福井県,,小浜市,19457,38,1,0,38151,0
18205,福井県,,大野市,19457,20,1,0,38151,0
18206,福井県,,勝山市,19457,11,1,0,38151,0
18207,福井県,,鯖江市,19457,55,1,0,38151,0
18208,福井県,,あわら市,19457,45,22530,3,1,0
18209,福井県,,越前市,19457,39,1,0,38151,0
18210,福井県,,坂井市,19457,72,1,0,38151,0
18322,福井県,吉田郡,永平寺町,19457,18,16404,1,1,0
18382,福井県,今立郡,池田町,19457,3,1,0,38151,0
18404,福井県,南条郡,南越前町,19457,13,1,0,38151,0
18423,福井県,丹生郡,越前町,19457,8,1,0,38151,0
18442,福井県,三方郡,美浜町,19457,11,1,0,38151,0
18481,福井県,大飯郡,高浜町,19457,8,1,0,38151,0
18483,福井県,大飯郡,おおい町,19457,7,1,0,38151,0
18501,福井県,三方上中郡,若狭町,19457,29,1,0,38151,0
19201,山梨県,,甲府市,20481,132,33481,2,33475,1
19202,山梨県,,富士吉田市,20481,61,1,0,38151,0
19204,山梨県,,都留市,20481,19,1,0,38151,0
19205,山梨県,,山梨市,20481,15,1,0,38151,0
19206,山梨県,,大月市,20481,32,24840,5,33477,1
19207,山梨県,,韮崎市,20481,26,33482,2,38151,0
19208,山梨県,,南アルプス市,20481,50,33472,1,38151,0
19209,山梨県,,北杜市,20481,34,33482,7,33473,3
19210,山梨県,,甲斐市,20481,72,33483,1,33473,1
19211,山梨県,,笛吹市,20481,62,33476,4,33477,2
19212,山梨県,,上野原市,20481,11,39808,2,15365,1
19213,山梨県,,甲州市,20481,19,33477,2,4115,1
19214,山梨県,,中央市,20481,18,33484,1,38151,0
19346,山梨県,西八代郡,市川三郷町,20481,5,1,0,38151,0
19365,山梨県,南巨摩郡,身延町,20481,6,1,0,38151,0
19368,山梨県,南巨摩郡,富士川町,20481,5,1,0,38151,0
19384,山梨県,中巨摩郡,昭和町,20481,22,1,0,38151,0
19423,山梨県,南都留郡,西桂町,20481,2,1,0,38151,0
19430,山梨県,南都留郡,富士河口湖町,20481,22,1,0,38151,0
19443,山梨県,北都留郡,丹波山村,20481,4,1,0,38151,0
20201,長野県,,長野市,21505,224,33867,8,33869,5
20202,長野県,,松本市,21506,188,33862,14,33861,9
20203,長野県,,上田市,21507,132,33863,1,1,0
20204,長野県,,岡谷市,21507,46,4117,2,1,0
20205,長野県,,飯田市,21506,141,33870,1,1,0
20206,長野県,,諏訪市,21507,28,33859,3,1,0
20207,長野県,,須坂市,21505,21,1,0,38279,0
20208,長野県,,小諸市,21507,70,33864,1,1,0
20209,長野県,,伊那市,21506,73,33858,11,1,0
20210,長野県,,駒ヶ根市,21506,33,33857,1,38280,0
20211,長野県,,中野市,21505,31,1,0,38279,0
20212,長野県,,大町市,21506,35,33863,3,1,0
20213,長野県,,飯山市,21505,8,1,0,38279,0
20214,長野県,,茅野市,21507,28,33859,1,1,0
20215,長野県,,塩尻市,21506,69,33861,14,4117,3
20217,長野県,,佐久市,21507,90,33860,1,1,0
20218,長野県,,千曲市,21505,61,33869,5,33863,1
20219,長野県,,東御市,21507,56,33865,1,1,0
20220,長野県,,安曇野市,21506,90,33862,7,33863,1
20303,長野県,南佐久郡,小海町,21507,8,1,0,38279,0
20305,長野県,南佐久郡,南牧村,21507,2,1,0,38279,0
20309,長野県,南佐久郡,佐久穂町,21507,4,1,0,38279,0
20321,長野県,北佐久郡,軽井沢町,21507,37,33864,5,1,0
20323,長野県,北佐久郡,御代田町,21507,16,1,0,38279,0
20324,長野県,北佐久郡,立科町,21507,8,1,0,38279,0
20350,長野県,小県郡,長和町,21507,13,1,0,38279,0
20361,長野県,諏訪郡,下諏訪町,21507,5,1,0,38279,0
20362,長野県,諏訪郡,富士見町,21507,16,33859,1,1,0
20363,長野県,諏訪郡,原村,21507,2,1,0,38279,0
20382,長野県,上伊那郡,辰野町,21506,35,33859,1,1,0
20383,長野県,上伊那郡,箕輪町,21506,28,1,0,38279,0
20384,長野県,上伊那郡,飯島町,21506,18,11266,3,33857,1
20385,長野県,上伊那郡,南箕輪村,21506,30,33858,3,1,0
20386,長野県,上伊那郡,中川村,21506,6,1,0,38279,0
20388,長野県,上伊那郡,宮田村,21506,6,1,0,38279,0
20402,長野県,下伊那郡,松川町,21506,31,1,0,38279,0
20403,長野県,下伊那郡,高森町,21506,17,33872,1,1,0
20404,長野県,下伊那郡,阿南町,21506,6,1,0,38279,0
20407,長野県,下伊那郡,阿智村,21506,12,33873,7,1,0
20409,長野県,下伊那郡,平谷村,21506,3,1,0,38279,0
20411,長野県,下伊那郡,下條村,21506,13,1,0,38279,0
20412,長野県,下伊那郡,売木村,21506,3,1,0,38279,0
20413,長野県,下伊那郡,天龍村,21506,2,1,0,38279,0
20414,長野県,下伊那郡,泰阜村,21506,4,1,0,38279,0
20415,長野県,下伊那郡,喬木村,21506,11,1,0,38279,0
20416,長野県,下伊那郡,豊丘村,21506,8,1,0,38279,0
20422,長野県,木曽郡,上松町,21506,9,1,0,38279,0
20423,長野県,木曽郡,南木曽町,21506,5,4126,1,1,0
20425,長野県,木曽郡,木祖村,21506,8,1,0,38279,0
20429,長野県,木曽郡,王滝村,21506,3,1,0,38279,0
20430,長野県,木曽郡,大桑村,21506,1,1,0,38279,0
20432,長野県,木曽郡,木曽町,21506,13,33871,2,1,0
20446,長野県,東筑摩郡,麻績村,33863,7,21505,3,1,0
20450,長野県,東筑摩郡,山形村,33861,2,1,0,38152,0
20451,長野県,東筑摩郡,朝日村,21506,10,1,0,38279,0
20452,長野県,東筑摩郡,筑北村,21505,12,33863,6,1,0
20481,長野県,北安曇郡,池田町,21506,6,1,0,38279,0
20482,長野県,北安曇郡,松川村,21506,9,33862,1,1,0
20485,長野県,北安曇郡,白馬村,21505,19,1,0,38279,0
20486,長野県,北安曇郡,小谷村,21505,3,1,0,38279,0
20521,長野県,埴科郡,坂城町,21507,16,21505,4,1,0
20541,長野県,上高井郡,小布施町,21505,10,1,0,38279,0
20561,長野県,下高井郡,山ノ内町,21505,2,1,0,38279,0
20583,長野県,上水内郡,信濃町,21505,16,1,0,38279,0
20588,長野県,上水内郡,小川村,21505,6,33867,3,38280,0
20590,長野県,上水内郡,飯綱町,21505,9,1,0,38279,0
21201,岐阜県,,岐阜市,22529,257,41810,12,41811,6
21202,岐阜県,,大垣市,22529,133,8459,1,38158,0
21203,岐阜県,,高山市,22531,123,33985,1,16503,1
21204,岐阜県,,多治見市,22530,123,41796,3,16501,3
21205,岐阜県,,関市,22530,144,41808,3,22529,3
21206,岐阜県,,中津川市,22531,115,41794,18,16464,5
21207,岐阜県,,美濃市,22530,33,1,0,38151,0
21208,岐阜県,,瑞浪市,22530,59,41817,2,16455,1
21209,岐阜県,,羽島市,22529,68,24577,1,38152,0
21210,岐阜県,,恵那市,22531,74,41817,8,41794,2
21211,岐阜県,,美濃加茂市,22530,54,41807,6,16464,3
21212,岐阜県,,土岐市,22530,59,41796,3,16464,2
21213,岐阜県,,各務原市,22530,125,16742,1,24577,1
21214,岐阜県,,可児市,22530,139,41798,1,1,0
21215,岐阜県,,山県市,22530,55,41803,2,19457,1
21216,岐阜県,,瑞穂市,22529,25,41793,1,37908,0
21217,岐阜県,,飛騨市,22531,31,33984,1,1,0
21218,岐阜県,,本巣市,22529,48,38151,0,38276,0
21219,岐阜県,,郡上市,22530,102,41802,3,1,0
21220,岐阜県,,下呂市,22531,98,1,0,38151,0
21221,岐阜県,,海津市,22529,49,25602,2,24577,1
21302,岐阜県,羽島郡,岐南町,22529,21,22530,1,38152,0
21303,岐阜県,羽島郡,笠松町,22529,21,38151,0,38276,0
21341,岐阜県,養老郡,養老町,22529,40,12334,3,16509,2
21361,岐阜県,不破郡,垂井町,22529,27,38151,0,38276,0
21362,岐阜県,不破郡,関ケ原町,22529,17,12417,2,16507,1
21381,岐阜県,安八郡,神戸町,22529,29,38151,0,38276,0
21382,岐阜県,安八郡,輪之内町,22529,7,8458,1,38158,0
21383,岐阜県,安八郡,安八町,22529,21,38151,0,38276,0
21401,岐阜県,揖斐郡,揖斐川町,22529,50,38151,0,38276,0
21403,岐阜県,揖斐郡,大野町,22529,28,38151,0,38276,0
21404,岐阜県,揖斐郡,池田町,22529,33,38151,0,38276,0
21421,岐阜県,本巣郡,北方町,22529,16,38151,0,38276,0
21501,岐阜県,加茂郡,坂祝町,22530,13,1,0,38151,0
21502,岐阜県,加茂郡,富加町,22530,9,16501,2,1,0
21503,岐阜県,加茂郡,川辺町,22530,17,1,0,38151,0
21504,岐阜県,加茂郡,七宗町,22530,9,1,0,38151,0
21505,岐阜県,加茂郡,八百津町,22530,30,1,0,38151,0
21506,岐阜県,加茂郡,白川町,22531,33,1,0,38151,0
21507,岐阜県,加茂郡,東白川村,22531,6,1,0,38151,0
21521,岐阜県,可児郡,御嵩町,22530,28,1,0,38151,0
21604,岐阜県,大野郡,白川村,22531,5,1,0,38151,0
22101,静岡県,静岡市,葵区,23555,232,33641,11,33640,6
22102,静岡県,静岡市,駿河区,23555,162,33639,3,33636,3
22103,静岡県,静岡市,清水区,23555,223,33626,5,16858,2
22131,静岡県,浜松市,中区,23553,145,12355,2,38279,0
22132,静岡県,浜松市,東区,23553,110,12323,3,16654,1
22133,静岡県,浜松市,西区,23553,109,42006,2,12355,2
22134,静岡県,浜松市,南区,23553,101,12355,1,33646,1
22135,静岡県,浜松市,北区,23553,126,12323,5,42003,3
22136,静岡県,浜松市,浜北区,23553,73,12323,1,33646,1
22137,静岡県,浜松市,天竜区,23553,55,16654,1,1,0
22203,静岡県,,沼津市,23556,165,33619,3,33621,2
22205,静岡県,,熱海市,23556,30,15361,4,33614,3
22206,静岡県,,三島市,23556,78,23555,1,16889,1
22207,静岡県,,富士宮市,23555,97,16856,4,33630,1
22208,静岡県,,伊東市,23556,51,33611,1,1,0
22209,静岡県,,島田市,23554,90,33652,20,33647,11
22210,静岡県,,富士市,23555,217,33628,6,16864,5
22211,静岡県,,磐田市,23553,137,16855,3,33646,2
22212,静岡県,,焼津市,23554,132,33637,1,1,0
22213,静岡県,,掛川市,23553,153,33649,8,23554,3
22214,静岡県,,藤枝市,23554,136,33638,14,33633,4
22215,静岡県,,御殿場市,23556,100,33624,2,33623,1
22216,静岡県,,袋井市,23553,86,16857,3,33648,2
22219,静岡県,,下田市,23556,45,33611,2,16866,1
22220,静岡県,,裾野市,23556,55,16885,1,1,0
22221,静岡県,,湖西市,23553,99,42008,1,16665,1
22222,静岡県,,伊豆市,23556,71,16891,4,33615,1
22223,静岡県,,御前崎市,23554,52,1,0,38151,0
22224,静岡県,,菊川市,23554,78,1,0,38151,0
22225,静岡県,,伊豆の国市,23556,46,16893,1,1,0
22226,静岡県,,牧之原市,23554,82,33653,1,1,0
22301,静岡県,賀茂郡,東伊豆町,23556,25,13316,1,1,0
22302,静岡県,賀茂郡,河津町,23556,26,1,0,38151,0
22304,静岡県,賀茂郡,南伊豆町,23556,26,33610,1,1,0
22305,静岡県,賀茂郡,松崎町,23556,12,33610,2,33634,1
22306,静岡県,賀茂郡,西伊豆町,23556,22,1,0,38151,0
22325,静岡県,田方郡,函南町,23556,45,16893,2,1,0
22341,静岡県,駿東郡,清水町,23556,14,23555,3,33619,2
22342,静岡県,駿東郡,長泉町,23556,25,23555,5,1,0
22344,静岡県,駿東郡,小山町,23556,45,33624,2,24637,1
22424,静岡県,榛原郡,吉田町,23554,30,1,0,38151,0
22429,静岡県,榛原郡,川根本町,23554,31,1,0,38151,0
22461,静岡県,周智郡,森町,23553,34,33646,2,37915,0
23101,愛知県,名古屋市,千種区,33411,110,12338,1,1,0
23102,愛知県,名古屋市,東区,33411,85,41485,1,1,0
23103,愛知県,名古屋市,北区,33411,91,12353,1,24577,1
23104,愛知県,名古屋市,西区,33411,100,1,0,38152,0
23105,愛知県,名古屋市,中村区,33411,140,41504,5,12358,2
23106,愛知県,名古屋市,中区,33411,258,1,0,38152,0
23107,愛知県,名古屋市,昭和区,33411,67,1,0,38152,0
23108,愛知県,名古屋市,瑞穂区,33411,49,1,0,38152,0
23109,愛知県,名古屋市,熱田区,33411,53,1,0,38152,0
23110,愛知県,名古屋市,中川区,33411,153,24577,3,1,0
23111,愛知県,名古屋市,港区,33411,123,1,0,38152,0
